anime_id,name,type,episodes,rating,members
4692,Tragic Silence: Shoujo Yugi,OVA,1,5.46,656
4693,Dochinpira,OVA,1,5.45,416
4697,Chimera: Target I Datenshi Kourin,OVA,1,5.46,841
4698,Jokei Kazoku: Inbou,OVA,2,6.67,2735
4699,Eisai Kyoiku,OVA,1,5.34,1484
4700,Visionary,OVA,5,5.48,858
4701,Yama Hime no Mi,OVA,3,6.22,2185
4703,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,Movie,1,7.45,2210
4705,Tengen Toppa Gurren Lagann: Parallel Works,Music,8,7.27,22213
4709,Aesop&#039;s World,TV,26,5.76,261
4712,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,Special,1,6.76,4327
4713,Heart no Kuni no Alice: Wonderful Wonder World,Movie,1,6.26,20532
4714,The Rapeman,OVA,2,6.5,2722
4715,Shigofumi Special,Special,1,7.48,11797
4717,Chijoku Kankin,OVA,1,5.82,951
4718,AIKa: Special Trial,Special,1,5.83,4116
4719,Queen&#039;s Blade: Rurou no Senshi,TV,12,6.32,51170
4720,White Album,TV,13,6.74,54376
4722,Skip Beat!,TV,25,8.28,134818
4723,Seishun Anime Zenshuu,TV,32,6.84,605
4725,Ga-Rei: Zero,TV,12,7.78,145102
4726,Druaga no Tou: The Sword of Uruk,TV,12,7.39,46237
4729,Natural 2: Duo,OVA,4,6.24,841
4730,Inyoku Tokkyuu Zetsurinou,OVA,1,5.96,2238
4731,Hiiro no Koku,OVA,5,5.58,636
4732,Grope: Yami no naka no Kotoritachi,OVA,2,6.05,2521
4733,Blue Remains,Movie,1,5.08,304
4737,Himitsukessha Taka no Tsume,TV,12,6.43,341
4742,Papa to Odorou,TV,16,7.14,567
4744,Akaneiro ni Somaru Saka,TV,12,6.69,91453
4752,Vampire Knight Guilty,TV,13,7.53,198492
4756,Hello Harinezumi: Satsui no Ryoubun,OVA,1,6.52,1213
4760,Kanokon Specials,Special,12,6.58,19232
4761,Tokyo Loop,Movie,1,5.19,787
4763,Tsuma Shibori,OVA,2,7.11,4230
4765,Gunslinger Girl: Il Teatrino OVA,OVA,2,7.13,15785
4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,Special,1,8.16,11961
4773,Yamato Takeru,TV,37,7.13,883
4774,Ningyou Tsukai,OVA,1,5.74,737
4775,Lunatic Night,OVA,3,5.92,688
4782,Mama wa Poyopoyo Saurus ga Osuki,TV,52,6.75,348
4786,Kodomo no Jikan Recap,OVA,1,7.09,8228
4789,ef: A Tale of Melodies.,TV,12,8.18,103657
4790,Zeno: Kagirinaki Ai ni,Movie,1,6.76,207
4792,Pokemon: Pikachu Tankentai,Movie,1,6.65,13702
4793,Pokemon: Pichu to Pikachu,Movie,1,6.79,22352
4794,Pokemon: Pikachu no Dokidoki Kakurenbo,Movie,1,6.68,7539
4795,Pokemon: Pika Pika Hoshizora Camp,Movie,1,6.71,10143
4798,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,Special,1,7.26,10516
4799,Mune Kyun! Heartful Cafe,OVA,2,5.9,1058
4800,Huckleberry Finn Monogatari,TV,26,6.53,665
4801,Suhoyojeong Michel,TV,26,6.54,376
4802,Kawarazaki-ke no Ichizoku The Animation,OVA,2,5.67,637
4803,Kawarazaki-ke no Ichizoku 2,OVA,4,5.86,739
4804,To Heart 2 AD Plus,OVA,2,6.91,3772
4807,Mashin Eiyuuden Wataru 2,TV,46,7.05,492
4808,Hurricane Polymar,TV,26,6.81,738
4810,Shinzou Ningen Casshern,TV,35,7.07,2822
4811,Ichigo Mashimaro Encore,OVA,2,7.79,12790
4813,Lolita Anime,OVA,6,5.86,1017
4814,Junjou Romantica 2,TV,12,8.24,87617
4816,Gakuen 2,OVA,2,6.53,2217
4817,Genzai Byoto,OVA,2,5.48,532
4818,Houkago Renai Club: Koi no Étude,OVA,2,5.39,605
4819,Nonomura Byouin no Hitobito,OVA,2,5.7,443
4820,Be-yond,OVA,2,5.95,693
4821,Injuu Kateikyoushi,OVA,1,5.69,578
4822,Pendant,OVA,3,5.57,249
4823,Youkai Ningen Bem (2006),TV,26,5.93,1070
4824,Isourou Tengoku,OVA,2,6.04,329
4825,Tenkousei,OVA,4,5.96,291
4827,_Summer Specials,Special,2,5.57,1977
4832,Kigurumi Sentai Quiltian,OVA,2,5.44,365
4833,Esper Bishoujo Manami,OVA,1,4.71,608
4834,Ecchies,OVA,2,5.88,456
4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Movie,1,7.66,122373
4840,M.E.M.: Yogosareta Junketsu,OVA,2,5.75,927
4841,Doukyuusei (OVA): Climax,OVA,2,5.54,562
4842,Doukyuusei 2 (OVA),OVA,12,5.91,642
4848,Hinadori no Saezuri,OVA,2,5.62,634
4849,Triangle Heart: Sazanami Joshi Ryo,OVA,5,5.71,1549
4851,Lupin III: Seven Days Rhapsody,Special,1,7.2,2482
4852,Onna Kyoushi Nijuusan-sai,OVA,2,5.96,888
4853,Tezuka Osamu no Don Dracula,TV,8,6.44,934
4854,Fuuma no Kojirou: Yasha-hen,OVA,6,6.92,819
4855,Fuuma no Kojirou: Seiken Sensou-hen,OVA,6,6.91,690
4856,Fuuma no Kojirou: Fuuma Hanran-hen,OVA,1,6.93,549
4866,Pico x CoCo x Chico,OVA,1,5.16,27411
4867,Seishou Jogangu Alice Doll,OVA,2,5.47,787
4868,Blind Night,OVA,3,5.92,1253
4872,Goku Sayonara Zetsubou Sensei,OVA,3,7.96,40358
4874,Pokemon: Pikachu no Fuyuyasumi,OVA,2,6.7,8135
4876,Hashire Melos!,Movie,1,7.08,1932
4879,Mouryou no Hako,TV,13,7.33,36075
4884,Tales of the Abyss,TV,26,7.47,74901
4886,InuYasha: Kuroi Tessaiga,Special,1,7.89,16373
4890,Peut-etre Toi,Music,1,6.55,1532
4896,Umineko no Naku Koro ni,TV,26,7.34,126865
4898,Kuroshitsuji,TV,24,8.06,424919
4901,Black Lagoon: Roberta&#039;s Blood Trail,OVA,5,8.15,108099
4903,Kyou no 5 no 2 (TV),TV,13,7.3,22991
4905,Mach Girl,TV,26,5.47,222
4907,Daikyouryuu Jidai,Movie,1,6.15,275
4908,Bihada Ichizoku,TV,12,5.87,2777
4910,Pokemon: Pikachu no Wanpaku Island,Special,1,6.65,6379
4917,Ginga Tansa 2100-nen: Border Planet,Special,1,6.12,336
4918,xxxHOLiC Shunmuki,OVA,2,8.17,40401
4921,Ramayana: The Legend of Prince Rama,Movie,1,7.4,517
4923,Akai Hayate,OVA,4,5.94,778
4926,Marco: Haha wo Tazunete Sanzenri,Movie,1,7.21,1060
4927,Tomoe ga Yuku!,OVA,2,5.65,317
4928,Idol Tenshi Youkoso Yoko,TV,43,6.41,419
4929,Next Senki Ehrgeiz,TV,12,5.84,472
4933,Muu no Hakugei,TV,26,6.57,344
4934,A.F,Special,1,4.7,646
4935,Ikkyuu-san,TV,296,7.05,720
4936,Ninja Hattori-kun,TV,694,6.92,2116
4938,Tsubasa: Shunraiki,OVA,2,8.23,40420
4939,Macross Fufonfia,ONA,20,5.76,2189
4940,Sabaku no Kaizoku! Captain Kuppa,TV,26,7.16,212
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,Special,1,6.45,331
4943,Yousei Florence,Movie,1,6.89,891
4946,Angel Blade: Cut Scene,Special,1,6.39,1342
4948,Shounen Sarutobi Sasuke,Movie,1,6.34,564
4961,Mushrambo (2008),OVA,2,6.69,831
4962,Rokumon Tengai Mon Colle Knights,TV,51,6.63,2625
4966,Jigazou,Movie,1,4.97,1152
4967,Choujin Locke: Mirror Ring,OVA,1,5.84,391
4970,Afro Samurai: Resurrection,Movie,1,7.46,51064
4975,ChäoS;HEAd,TV,12,6.62,174337
4981,Casshern Sins,TV,24,7.61,80307
4983,Hells,Movie,1,7.14,9255
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,Movie,1,8.04,20433
4991,Wakakusa Monogatari,Special,1,6.56,373
4997,Mahoromatic 2 End Year Special,Special,1,7.17,4236
4999,Asu no Yoichi!,TV,12,7.02,110748
5002,Bari Bari Densetsu,OVA,2,6.76,385
5005,Tentai Senshi Sunred,TV,26,7.96,12236
5006,Nagagutsu Sanjuushi,Movie,1,6.42,542
5013,Juugo Shounen Hyouryuuki,Special,1,6.43,305
5014,Sango Shou Densetsu: Aoi Umi no Elfie,Movie,1,7.33,524
5016,Fluximation,Music,14,6.74,2240
5017,Yume no Kakera,Music,1,5.21,776
5018,Piroppo,TV,23,5.06,251
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,Special,1,7.27,2338
5020,Zettai Shougeki: Platonic Heart,OVA,5,4.83,10887
5022,Toushi Gordian,TV,73,6.73,310
5023,Ninpuu Kamui Gaiden,TV,26,7.01,650
5025,Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,OVA,1,5.37,2106
5027,Stitch!,TV,25,6.12,2569
5028,Major S5,TV,25,8.58,28653
5029,Major Movie: Yuujou no Winning Shot,Movie,1,8.16,9943
5030,Maria†Holic,TV,12,7.18,104663
5031,Cobra The Animation: Time Drive,OVA,2,7.09,2155
5032,Cobra The Animation,TV,13,7.18,4361
5034,Shikabane Hime: Kuro,TV,12,7.45,46709
5036,Hurricane Live! 2033,Special,7,6.84,972
5037,Terra e... (TV) Specials,Special,3,6.91,1990
5039,Kurozuka,TV,12,7.08,52145
5040,One Outs,TV,25,8.41,83056
5041,Guin Saga,TV,26,7.29,26176
5042,Kiss x Sis,OVA,12,7.33,125614
5043,Hurricane Live! 2032,Special,6,7.01,1039
5045,Kamen no Maid Guy OVA,OVA,1,6.96,7074
5049,Onmyouji: Youen Emaki,OVA,2,5.85,1017
5051,Macross XX,Special,1,5.71,1609
5052,Eightman,TV,56,6.17,629
5053,Ai City,Movie,1,5.79,1513
5054,Kojin Jugyou The Animation: Schoolgirl Ready for a Private Lesson,OVA,2,6.71,2247
5056,Penguin Musume♥Heart Special,Special,1,6.49,2564
5060,Hetalia Axis Powers,ONA,52,7.76,144898
5065,Detroit Metal City: Birth of the Metal Devil,Special,1,7.42,16101
5070,Beast Wars Second Chou Seimeitai Transformers,TV,43,6.55,1327
5071,Croket!,TV,52,7.12,310
5072,Dragonaut: The Resonance Special,Special,1,7.09,6311
5074,Tetsuwan Birdy Decode:02,TV,12,7.83,29622
5075,Yuusha Keisatsu J-Decker,TV,48,7.62,1116
5079,Kurokami The Animation,TV,23,7.29,72750
5080,Quiz Magic Academy: The Original Animation,OVA,1,6.25,7367
5081,Bakemonogatari,TV,15,8.39,482268
5082,Battle Spirits: Shounen Toppa Bashin,TV,50,6.84,1336
5084,Mai Mai Shinko to Sennen no Mahou,Movie,1,7.33,6491
5085,Nakedyouth,ONA,1,6.17,4125
5088,Fabre-sensei wa Meitantei,TV,26,6.49,298
5089,Noramimi 2,TV,13,6.48,156
5090,Techno Police 21C,Movie,1,6.01,402
5091,Manga Sarutobi Sasuke,TV,24,7.0,523
5096,Doraemon Movie 28: Nobita to Midori no Kyojin Den,Movie,1,7.54,1651
5097,Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,OVA,2,7.29,8112
5098,Andersen Monogatari,Movie,1,6.36,364
5101,Doutei Kawaiya,ONA,1,5.67,787
5104,Andes Shounen Pepero no Bouken,TV,26,6.92,423
5107,Balthus: Tia no Kagayaki,OVA,1,5.41,901
5108,Ryuusei Tenshi Primaveil,OVA,1,5.48,590
5109,Osananajimi to Doukyuusei,OVA,2,5.99,1736
5112,Akikan!,TV,12,6.4,74097
5114,Fullmetal Alchemist: Brotherhood,TV,64,9.26,793665
5116,Candy Boy Episode: EX01 - Mirai Yohouzu,OVA,1,7.04,16405
5117,Kokudo Oh,OVA,5,6.16,776
5118,Suzumiya Haruhi-chan no Yuuutsu,ONA,25,7.63,70416
5129,Jikuu Boukenki Zentrix,TV,26,6.84,392
5131,Groizer X,TV,36,6.53,298
5132,Let&#039;s Nupu Nupu,TV,16,6.44,1861
5133,100-man-nen Chikyuu no Tabi: Bander Book,Special,1,6.26,429
5136,Flag Director&#039;s Edition: Issenman no Kufura no Kiroku,Movie,1,7.01,987
5140,Karaoke Senshi Mike-tarou,TV,20,7.05,159
5141,Taishou Yakyuu Musume.,TV,12,7.42,12248
5143,Tokusou Kihei Dorvack,TV,36,6.87,360
5147,Comic Party Revolution OVA,OVA,4,6.67,2237
5150,Hatsukoi Limited,TV,12,7.45,54796
5151,Mahjong Hishouden: Naki no Ryuu,OVA,3,6.39,344
5152,Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,Special,1,7.14,25251
5153,Kikou Kai Galient,TV,25,6.64,1164
5154,Kanzen Mushusei: Sorezore no Houkago,OVA,1,5.61,542
5155,Genji Monogatari Sennenki,TV,11,7.04,8554
5157,Alexander Senki Movie,Movie,1,6.12,1258
5158,Noisy Birth,Music,1,5.04,3279
5159,Shin Reyon Densetsu: Shikkoku no Majin,OVA,1,5.55,459
5160,Wake Up! Aria: Majokko Virgin Kiki Ippatsu,OVA,1,4.88,439
5162,Minami-ke Okaeri,TV,13,7.65,45233
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,Special,9,7.25,22926
5164,Macross 25th Anniversary: All That VF Macross Zero Version,ONA,1,6.59,2062
5165,Macross 25th Anniversary: All That VF Macross F Version,ONA,1,6.6,2219
5167,Cream Lemon: New Generation,OVA,4,5.93,917
5168,Hairy Tale,Special,1,6.42,3510
5172,Love Selection The Animation,OVA,2,6.92,3780
5173,Jokutsuma,OVA,2,5.8,1151
5177,Denpa-teki na Kanojo,OVA,2,7.79,85409
5178,First Squad: The Moment of Truth,Movie,1,6.16,25040
5184,Negibouzu no Asatarou,TV,48,7.25,136
5189,Chou Tokkyuu Hikarian,TV,156,6.66,337
5190,Mujintou Monogatari XX,OVA,4,5.5,499
5191,Trouble Evocation,OVA,2,5.99,679
5192,Kiku-chan to Ookami,Special,1,6.35,142
5193,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,ONA,1,5.68,155
5194,Aneimo,OVA,2,7.09,7244
5196,Aria The Origination Picture Drama,Special,7,7.27,7014
5197,Dragon League,TV,39,7.18,558
5199,Seto no Hanayome Fan Disc,Special,2,7.22,4855
5200,Offside (TV),TV,39,7.22,1232
5201,Salad Juu Yuushi Tomatoman,TV,50,6.81,443
5203,Shin Maple Town Monogatari: Palm Town-hen,TV,44,7.07,589
5204,Kara no Kyoukai 6: Boukyaku Rokuon,Movie,1,7.72,93803
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),Movie,1,8.57,95658
5207,Hokuro Kyoudai Full Throttle!!!!,ONA,7,3.97,127
5208,Hatsukoi,OVA,2,6.1,1628
5209,Manin Densha,OVA,3,6.43,2708
5210,Houkago 2 The Animation,OVA,1,6.1,1924
5211,Hime Dorei,OVA,2,6.1,2313
5212,Saimin Gakuen,OVA,2,6.34,2863
5213,Houkago 2: Saiyuri,OVA,1,6.34,2150
5214,Gakuen Shimai,OVA,2,6.74,2864
5216,D.C.if: Da Capo if,OVA,2,7.29,11482
5217,Goal FH: Field Hunter,TV,39,7.07,737
5220,Shangri-La,TV,24,7.16,38495
5223,Robotan (1986),TV,33,6.47,294
5225,Lupin III: Pilot Film,Movie,1,6.62,3500
5226,Souten Kouro,TV,26,7.41,9852
5228,Initial D Extra Stage 2,OVA,1,7.54,11468
5231,Inazuma Eleven,TV,127,7.72,42677
5232,Band of Ninja,Movie,1,5.82,748
5233,Slayers Evolution-R,TV,13,7.52,20508
5234,Zettai Yareru Greece Shinwa,TV,13,6.22,284
5235,Live On Cardliver Kakeru,TV,51,7.05,528
5237,Compiler Festa,OVA,1,5.77,455
5238,Chocolate Underground: Bokura no Chocolate Sensou,Movie,1,6.55,1432
5241,Mofu☆Mofu,TV,11,4.67,220
5244,Aria The Natural: Sono Futatabi Deaeru Kiseki ni...,Special,1,7.56,10069
5246,Adesugata Mahou no Sannin Musume,OVA,1,5.53,542
5249,Mitsume ga Tooru,TV,48,6.94,383
5250,God Mazinger,TV,23,6.83,946
5251,Angel Densetsu,OVA,2,7.52,10795
5252,One Piece: Romance Dawn Story,OVA,1,7.55,21306
5258,Hajime no Ippo: New Challenger,TV,26,8.75,88995
5259,Rance: Sabaku no Guardian,OVA,2,6.34,2294
5260,Pankunchi,ONA,10,5.95,210
5262,Shugo Chara!! Doki,TV,51,7.59,60384
5263,Tomorrow&#039;s Song,Music,1,6.07,507
5265,Mega Man,TV,27,6.52,3263
5266,Choujuu Kishin Dancougar: God Bless Dancougar,OVA,1,6.72,667
5267,Gamba no Bouken,TV,26,7.16,790
5270,All That Gundam,Special,1,5.89,2760
5272,Tondemo Nezumi Daikatsuyaku,Movie,1,6.53,252
5273,Miracle Giants Doumu-kun,TV,49,7.46,680
5274,Magical★Taruruuto-kun,TV,87,6.8,424
5276,Happy Happy Clover,TV,13,6.67,623
5277,Sekirei: Pure Engagement,TV,13,7.61,113911
5278,Totsugeki! Pappara-tai,TV,25,6.57,255
5279,Sekirei: Hajimete no Otsukai,Special,1,7.19,32430
5281,Hissatsu Chikan Nin,OVA,2,6.25,1930
5285,SeeIn AO,OVA,2,5.52,487
5287,Ippatsu Kanta-kun,TV,53,6.25,310
5288,RahXephon Specials,Special,2,6.67,2566
5289,Beast Wars Second: LioConvoy in Imminent Danger!,Movie,1,6.26,685
5290,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,Movie,1,7.66,2430
5291,Hokuto no Ken Zero: Kenshirou Den,Movie,1,7.55,4278
5292,Getter Robo Go,TV,50,6.46,696
5293,Time Slip Ichimannen: Prime Rose,Special,1,6.08,584
5296,Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Asashi no Uni no Gensetsu,Movie,1,6.93,1070
5298,Yu☆Gi☆Oh! 5D&#039;s: Shinkasuru Kettou! Stardust vs. Red Demon&#039;s,Special,1,7.12,5176
5299,Coffee Tadaiku,Movie,1,5.11,413
5300,Zoku Natsume Yuujinchou,TV,13,8.64,114173
5303,Xabungle Graffiti,Movie,1,5.33,248
5304,Akiba-chan,TV,10,5.39,1383
5305,Koihime†Musou OVA,OVA,1,6.75,7747
5306,Tales of Symphonia The Animation: Tethe&#039;alla-hen,OVA,4,7.67,20355
5307,Sora wo Kakeru Shoujo,TV,26,7.09,17574
5308,Ushio to Tora: Comically Deformed Theater,OVA,1,6.33,1501
5310,Macross F Movie 1: Itsuwari no Utahime,Movie,1,7.93,20637
5311,Astroganger,TV,26,6.94,492
5314,Rokumon Tengai Mon Colle Knights Movie: Densetsu no Fire Dragon,Movie,1,6.28,350
5315,Ero Manga Mitai na Koi Shiyo: Let&#039;s Fall in Love The Ero-manga,OVA,2,7.11,3493
5316,Rape! Rape! Rape!,OVA,3,6.03,3958
5321,Futari no Aniyome,OVA,2,6.43,1958
5322,Mugen Kouro,ONA,4,5.21,891
5324,Yakin Byoutou Kranke,OVA,3,6.37,2175
5330,Alice in Cyberland,OVA,1,5.8,605
5332,Toshokan Sensou: Koi no Shougai,Special,1,7.47,6581
5333,Ikkitousen: Great Guardians Specials,Special,6,6.77,12064
5337,Bakugan Battle Brawlers: New Vestroia,TV,52,6.5,14694
5341,Ookami to Koushinryou II,TV,12,8.46,210491
5342,Asura Cryin&#039;,TV,13,7.1,68608
5343,Monkey Punch: Manga Katsudou Daishashin,TV,12,7.24,746
5344,Time Bokan Series: Itadakiman,TV,20,6.37,298
5347,Bible Black: Imari Ryoujoku Genba,Special,1,6.7,7393
5348,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,OVA,1,7.66,7726
5351,Mobile Suit Gundam 00: Tenshitachi no Kiseki,Special,1,7.33,4680
5353,Chameleon,OVA,6,6.52,666
5355,Sengoku Basara,TV,12,7.57,93940
5356,Canaan,TV,13,7.4,123217
5365,Tsumiki no Ie,Movie,1,8.27,45189
5369,Street Fighter: Aratanaru Kizuna,OVA,1,6.34,5106
5372,Aura Battler Dunbine OVA,OVA,3,5.86,972
5374,Miracle! Mimika,TV,225,5.28,145
5375,Gakkyuu Ou Yamazaki,TV,53,6.4,465
5383,My Life As,OVA,1,5.24,778
5386,Miyamoto Musashi: Souken ni Haseru Yume,Movie,1,6.49,3721
5391,Pico to Chico,OVA,1,5.19,29463
5393,Soushitsukyou,OVA,1,5.38,1092
5395,Nekketsu Saikyou Go-Saurer,TV,51,6.98,405
5396,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,OVA,2,6.42,284
5397,Usavich III,TV,13,7.28,3038
5398,Masaru Ashita no Yukinojou 2,OVA,2,5.74,860
5399,Internal Medicine,OVA,2,5.97,846
5400,Mahou no Shiho-chan,OVA,2,5.87,357
5401,Mahou Shoujo Sae,OVA,2,5.71,1025
5402,Maid Meshimase,OVA,1,4.94,525
5403,Jii Tousaku,OVA,2,5.9,825
5408,Princess Holiday: Korogaru Ringo Tei Senya Ichiya,OVA,2,5.97,767
5411,Suika: Manatsu no Okurimono,OVA,1,6.04,1008
5415,La Rose de Versailles,Special,1,6.02,1812
5419,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,Special,1,7.65,6929
5420,Kemono no Souja Erin,TV,50,8.45,36751
5421,Ark,Movie,1,6.25,721
5423,Mogitate Marina-chan,OVA,1,5.43,268
5424,Oppai Life,OVA,2,6.7,4247
5427,Ikusa Otome Valkyrie 2,OVA,3,6.68,2745
5439,Ooedo Forty Eight,OVA,3,6.07,521
5440,Ougon Yuusha Goldran,TV,48,7.25,910
5447,A-Girl,OVA,1,5.63,585
5449,Chibi Kero: Kerobouru no Himitsu!?,Special,1,6.62,625
5454,Yokuwakaru Gendaimahou,TV,12,6.58,17422
5455,Saimin Jutsu The Animation 2nd,OVA,2,6.52,2209
5458,Yu☆Gi☆Oh! Duel Monsters: Battle City Special,Special,1,7.21,9429
5460,Detective Conan Movie 13: The Raven Chaser,Movie,1,8.38,21798
5462,Top wo Nerae! Kagaku Kouza,Special,6,6.26,5479
5464,Cafe Junkie,OVA,2,6.99,7889
5466,Mahoutsukai Tai! vs. Shamanic Princess,OVA,1,6.51,820
5468,Yattokame Tanteidan,TV,14,6.5,141
5469,Birthday Boy,Movie,1,6.21,1196
5472,Kokoro Toshokan: Communication Clips,Special,1,6.03,455
5473,Tsuri Baka Nisshi,TV,36,6.78,149
5474,Yobarete Tobidete Akubi-chan,TV,26,6.28,233
5475,Time Bokan 2000: Kaitou Kiramekiman,TV,26,6.35,305
5476,Fushigi na Melmo,TV,26,6.62,440
5477,Gozonji! Gekkou Kamen-kun,TV,25,7.0,178
5478,Bikkuriman 2000,TV,68,6.1,153
5484,Wagaya no Oinari-sama. Specials,Special,12,6.81,2259
5485,Shin Mazinger Shougeki! Z-hen,TV,26,7.96,7872
5492,Platonic Chain: Web,Special,1,5.88,322
5493,Ranma ½: Akumu! Shunmin Kou,OVA,1,7.7,7064
5494,Konnichiwa Anne: Before Green Gables,TV,39,7.63,2723
5496,Feng Yun Jue,Movie,1,6.56,1455
5501,Gun x Sword-san,Special,13,5.99,2168
5503,Atagoal wa Neko no Mori,Movie,1,6.15,483
5504,Shinkyoku Soukai Polyphonica Crimson S,TV,12,7.33,16720
5505,Viper&#039;s Creed,TV,12,6.87,7393
5507,Senjou no Valkyria,TV,26,7.76,77591
5515,Wakusei Robo Danguard Ace: Uchuu Daikaisen,Movie,1,6.17,220
5520,Onegai My Melody Sukkiri♪,TV,52,7.14,966
5521,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,OVA,1,7.44,26587
5522,Juuninin no Onna Kyoushi,OVA,2,5.95,1123
5525,07-Ghost,TV,25,7.41,126083
5526,Pokemon: Pikachu no Natsuyasumi,Movie,1,6.86,19960
5529,Pokemon: Odoru Pokemon Himitsu Kichi,Movie,1,6.72,5846
5530,Pandora Hearts,TV,25,7.92,229567
5534,Hai! Akko Desu,TV,164,7.08,296
5535,Tottoi,Movie,1,6.66,280
5538,Tegamibachi: Hikari to Ao no Gensou Yawa,Special,1,7.55,10903
5539,Blassreiter: Navi,Special,1,6.52,2914
5540,Datenshi-tachi no Kyouen,OVA,1,5.43,272
5541,The Satisfaction,OVA,1,4.37,166
5542,Telepathist IQ Saiko,OVA,1,5.31,252
5543,Under World,OVA,1,4.28,183
5544,Suashi no Houkago,OVA,1,5.66,362
5545,Heisei Jogakuen Kagai Lesson,OVA,1,5.0,503
5546,Ecchi de Happy! Pin! Pin! Pin!,OVA,1,5.51,290
5547,Kateikyoushi Bishounen Kari,OVA,1,5.03,315
5548,69 Pink Riders,OVA,1,5.27,580
5549,Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,OVA,1,5.53,1258
5550,Fujun Isei Kouyuu: Taisetsu na Kimi e,OVA,1,5.69,462
5551,Shirouto Kurabu,OVA,1,5.0,214
5552,Rebiya,OVA,1,5.11,269
5553,Love Forever,OVA,1,5.85,237
5554,Eguchi Hisashi no Nantoka Narudesho!,OVA,1,5.32,246
5555,Suishou no Yoru: Aoi Kokuhaku yori,OVA,1,5.4,267
5556,Moonlight Sonata,OVA,1,5.95,288
5557,Kugutsu Ai: Doura Gaiden,OVA,1,5.75,283
5558,Auction: Bijo Dorei,OVA,1,5.7,607
5559,Nijuusou: Wana ni Ochita Onna-tachi,OVA,1,5.2,240
5560,Aoi Kokuhaku,OVA,1,5.13,439
5561,Yayoi,OVA,1,4.94,340
5563,Chounouryoku Shoujo Barabanba,OVA,1,5.26,345
5564,Age Man to Fuku Chin,OVA,1,5.27,410
5565,Spiral Over,OVA,1,6.21,514
5566,Harenchi Koumon Manyuuki,OVA,1,5.75,430
5567,Shachiku: Kuruma no Naka de Kattemasu,OVA,1,5.47,257
5569,Tsui no Sora,OVA,1,2.98,934
5570,Binetsu Hime: Zange no Shou,OVA,1,5.44,444
5571,Shining May,OVA,1,5.7,238
5572,You Bishoujo Miruku-chan,OVA,1,5.19,480
5573,Rhythm: Koi no Rhythm,OVA,2,5.27,323
5575,Karakara-sama no Himitsu,OVA,1,5.8,316
5576,Shimai Ningyou,OVA,1,5.63,1165
5578,Aoyama Goushou Tanpenshuu,Special,7,7.41,2177
5583,Sonic: Night of the WereHog,ONA,1,6.63,3424
5584,New Dream Hunter Rem: Setsuriku no Mudenmekyu,OVA,1,6.26,502
5585,New Dream Hunter Rem: Yume no Kishitachi,OVA,1,6.35,586
5586,Aoi Yousei,OVA,1,5.48,401
5587,Shin Reyon Densetsu: Mou Hitori no Flair,OVA,1,5.51,371
5588,Ko Ko Ro,OVA,2,5.64,270
5589,Offside Girl,OVA,2,4.3,945
5590,Itoshi no Kotodama,OVA,2,5.92,603
5593,Dogs: Bullets &amp; Carnage,OVA,4,7.46,44826
5594,Fuusen no Doratarou,TV,13,5.95,112
5597,Natsu no Arashi!,TV,13,7.4,30098
5600,Little El Cid no Bouken,TV,26,6.48,274
5602,Navia Dratp,ONA,5,4.96,281
5603,Shin Ringetsu,OVA,2,6.59,2295
5605,Concerto,OVA,2,5.48,709
5606,Ryoujoku Joshi Gakuen,OVA,2,5.85,450
5607,Love Machine: Animaid Shoufu 23-gou,OVA,2,5.64,384
5608,Onna Kyoushi: Nikutai Jugyou,OVA,2,5.68,491
5609,Emi to Yobanaide,OVA,2,5.36,614
5610,Rasen Kairou,OVA,2,5.72,487
5611,Ayatsuri Ningyou,OVA,2,5.39,480
5612,Terra Story,OVA,2,5.87,385
5613,Ningyou no Yakata,OVA,2,5.69,1049
5614,Shikkaku Ishi,OVA,2,5.95,434
5618,Dokonjou Gaeru,TV,103,6.74,378
5620,Uchuu Enban Dai-Sensou,Movie,1,5.94,557
5621,Violence Gekiga David no Hoshi,OVA,4,4.88,219
